เงินทุนรวม,ประกอบกิจการ,อำเภอ,ถนน,ซอย,FID,คนงาน,ลำดับ,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,ตำบล,ผู้ประกอบการ,_id,เลขทะเบียนเดิม,ชื่อโรงงาน
7000000000,ซ่อมแซมดัดแปลงปรับปรุงเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็คทรอนิคส์เก่าใช้แล้วรีไซเคิลจอมอนิเตอร์แบบแอลซีดีบดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็คทรอนิคส์และถอดประกอบอุปกรณ์ไฟฟ้าและอิเล็คทรอนิคส์เครื่องโทรทัศน์เครื่องโทรศัพท์เครื่องเราต์เตอร์คอมพิวเตอร์ชิ้นส่วนอะไห,ลาดกระบัง,ฉลองกรุง,ฉลองกรุง31,82030000125599,286,65,10520,กรุงเทพมหานคร,,เลขที่ 239,1100,904100066,ลำปลาทิว,บริษัท ไวโรกรีน (ไทยแลนด์) จำกัด,65,น.106-1/2559-นนล.,บริษัท ไวโรกรีน (ไทยแลนด์) จำกัด
0,ซ่อมแซม ดัดแปลง ปรับปรุง เครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็คทรอนิคส์เก่าใช้แล้วรีไซเคิลจอมอนิเตอร์แบบแอลซีดี บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็คทรอนิคส์ และถอดประกอบอุปกรณ์ไฟฟ้าและอิเล็คทรอนิคส์ เครื่องโทรทัศน์ เครื่องโทรศัพท์ เครื่องเราต์เตอร์ คอมพิวเตอร์ ชิ,ลาดกระบัง,ฉลองกรุง,ฉลองกรุง 31,82030000125615,0,66,10520,กรุงเทพมหานคร,,เลขที่ -,0,-,ลำปลาทิว,บริษัท ไวโรกรีน (ไทยแลนด์) จำกัด,66,น.106-1/2561-นนล.,บริษัท ไวโรกรีน (ไทยแลนด์) จำกัด
0,การนำน้ำมันเครื่องใช้แล้วมาผลิตเป็นน้ำมันเครื่องพื้นฐาน(BaseOils),ลาดกระบัง,,ฉลองกรุง31,82030000225597,0,67,10520,กรุงเทพมหานคร,,เลขที่ 40,0,26888200,ลำปลาทิว,บริษัท กรีนรีพับลิค จำกัด,67,น.106-2/2559-นนล.,บริษัท กรีนรีพับลิค จำกัด
0,ซ่อมแซมดัดแปลงปรับปรุงเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิคส์เก่าใช้แล้วรีไซเคิลจอมอนิเตอร์แบบแอลซีดีบดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็คทรอนิคส์และถอดประกอบอุปกรณ์ไฟฟ้าและอิเล็คทรอนิคส์เครื่องโทรทัศน์เครื่องเราต์เตอร์คอมพิวเตอร์ชิ้นส่วนอะไหล่เครื่องโมเด็ม,ลาดกระบัง,-,-,82030000225613,0,68,10520,กรุงเทพมหานคร,,เลขที่ -,0,-,ลำปลาทิว,บริษัท อิซัน อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,68,น.106-2/2561-นนล.,บริษัท อิซัน อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด
109363616,บำบัดน้ำเสียรวม,บางเสาธง,เทพารักษ์ กม.23,,10112800125347,10,69,10540,สมุทรปราการ,16,เลขที่ 159/1,500,02-706-1515,บางเสาธง,บริษัท เอ็ม.ไทย เอสเตท จำกัด,69,3-101-1/34สป,บริษัท เอ็ม.ไทย เอสเตท จำกัด
86160000,บำบัดน้ำเสียรวม,บางเสาธง,เทพารักษ์ กม.20.5,,10113600125354,24,70,10540,สมุทรปราการ,1,เลขที่ 209,1775.42,02-3159400,บางเสาธง,บริษัท จีเอฟทีที จำกัด (มหาชน),70,3-101-1/35สป,บริษัท จีเอฟพีที จำกัด (มหาชน)
5468790000,บำบัดน้ำเสียจากแหล่งชุมชน สถานประกอบการและโรงงานอุตสาหกรรมในเขตควบคุมมลพิษ จังหวัดสมุทรปราการ โดยใช้วิธีบำบัดทางชีวภาพแบบตะกอนเร่ง (Extened aeration activated s,บางบ่อ,สุขมวิท,-,10110500125443,80,71,10550,สมุทรปราการ,11,เลขที่ ,30000,      -,คลองด่าน,กรมควบคุมมลพิษ กระทรวงวิทยาศาสตร์ เทคโนโลยีและสิ่งแวดล้อม,71,3-101-1/44สป,โรงงานบำบัดน้ำเสีย โครงการจัดการนำเสียในเขตควบคุมพมลพิษ จังหวัดสมุทรปราการ
7220000,บ่อบำบัดน้ำเสียรวม,บางบ่อ,ปานวิถี,    -,10111400125459,5,72,10560,สมุทรปราการ,2,เลขที่ 261/93,38.58,02-708-3659-60,บางเพรียง,บริษัท คอมฟอร์ต ลิฟวิ่ง จำกัด,72,3-101-1/45สป,บ่อบำบัดรวม โครงการสุธาวี มินิแฟค
60000000,"บำบัดน้ำเสียรวม ปริมาณการบำบัดสูงสุด 2,000 ลูกบาศก์เมตร/วัน",พระประแดง,ทางรถไฟสายเก่า, -,10110500125468,4,73,10130,สมุทรปราการ,2,เลขที่ 82/1,621.55,0-2386-1331,สำโรงใต้,บริษัท โตโยต้า มอเตอร์ ประเทศไทย จำกัด,73,3-101-1/46สป,บริษัท โตโยต้า มอเตอร์ ประเทศไทย จำกัด
13000000,ปรับคุณภาพน้ำเสียรวม,เมืองสมุทรปราการ,สุขุมวิท กม.34,ฟอกหนัง,10111100225369,15,74,10280,สมุทรปราการ,,เลขที่ ,577.4,7039009-10,บางปูใหม่,นายสุวิทย์ บุญรัตนกรกิจ,74,3-101-2/36สป,สมาคมอุตสาหกรรมฟอกหนัง
6000000,โรงงานปรับคุณภาพน้ำเสียรวม (CENTRAL WASTE WATER TREATMENT PLANT),เมืองสมุทรปราการ,พุทธรักษา,-,10110400225459,3,75,10280,สมุทรปราการ,8,เลขที่ 199,50,02 388-0868,ท้ายบ้านใหม่,บริษัท มิลเลนเนียมมอเตอร์ จำกัด,75,3-101-2/45สป,บริษัท มิลเลนเนียมมอเตอร์ จำกัด
