ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
บางนา-ตราด,เลขที่ 13/12-13, -,576.05,12250000,74,13,3-105-1/49สป,75,บริษัท ซี ยู อี จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติกและผลิตเมล็ดพลาสติกเกรดบี,,10560,บางบ่อ,บางบ่อ,สมุทรปราการ,4
,เลขที่ 88/13,,673,7000000,75,10,3-105-10/57สป,76,บริษัท มังกร เอส.พี.เค.รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10540,บางปลา,บางพลี,สมุทรปราการ,12
สุขุมวิท,เลขที่ 567/1,เทศบาลบางปู 111,58,3500000,76,18,3-105-10/60สป,77,บริษัท เอสทีซี รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,,10280,บางปู,เมืองสมุทรปราการ,สมุทรปราการ,1
บางพลี-ตำหรุ,เลขที่ 488/12,เพิ่มชัย,418,45000000,77,30,3-105-10/61สป,78,บริษัท ไทย เอ็นเตอร์ไพรส์ กรุ๊ป จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10280,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ,2
,เลขที่ 71/57,,185,34000000,78,40,3-105-10/62สป,79,บริษัท รวยพูนทรัพย์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,089-4426048,10540,บางปลา,บางพลี,สมุทรปราการ,11
,เลขที่ 88/104,,357,18000000,79,20,3-105-100/61สป,80,บริษัท เอ.เอ็น.ธุรกิจ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10540,บางปลา,บางพลี,สมุทรปราการ,12
เทพารักษ์,เลขที่ 46/11-12,ที่ดินไทย,175.5,107000000,80,70,3-105-106/59สป,81,บริษัท เจ.เจ.สยามอินเตอร์ เทเลวิชั่น จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,081 3741 300,10540,บางพลีใหญ่,บางพลี,สมุทรปราการ,23
เทพารักษ์,เลขที่ 53/11,ที่ดินไทย,583,39000000,81,32,3-105-107/60สป,82,บริษัท เอ็นทีที.ออโต้ แอนด์ ซัพพลาย จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,,10540,บางพลีใหญ่,บางพลี,สมุทรปราการ,5
,เลขที่ 208,เก้าแสน,455,19900000,82,25,3-105-11/61สป,83,บริษัท หวางเสี่ยวตง อิเล็กทรอนิกส์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10560,บางเพรียง,บางบ่อ,สมุทรปราการ,2
,เลขที่ 95/9,,60,43500000,83,20,3-105-116/60สป,84,บริษัท ประเสริฐพร เอ็นจิเนียริ่ง จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,02-8195133,10130,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,9
ศรีวารีน้อย,"เลขที่ โฉนดที่ดินเลขที่ 13913,13915",ปุ่นมีกิจ-อนุสรณ์,280,10000000,84,7,3-105-120/60สป,85,บริษัท เหรียญทอง อีโค รีโนเวชั่น จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10570,ศีรษะจรเข้น้อย,บางเสาธง,สมุทรปราการ,9
สุขสวัสดิ์,เลขที่ 13/5,สุขสวัสดิ์ 74,2,1000000,85,7,3-105-14/55สป,86,บริษัท มารีทรานส์ รีไซคลิง (ประเทศไทย) จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดเศษโลหะและพลาสติก,0 2539 4352,10130,บางครุ,พระประแดง,สมุทรปราการ,8
สุขสวัสดิ์ ,เลขที่ 28/11,วัดใหญ่บางปลากด,0,1500000,86,10,3-105-14/56สป,87,นางวัฒนา สมสอน,คัดแยกสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,869851278,10290,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,4
บางพลี-ตำหรุ,เลขที่ -,ลำบางผี,450,340000000,87,72,3-105-14/58สป,88,บริษัท เพอร์เฟ็ค เปเปอร์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และอัดเศษกระดาษ,,10250,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ,2
เคหะ-ลาดหวาย,เลขที่ 122/42,-,280,9224000,88,14,3-105-14/60สป,89,บริษัท สร้างเสริญ แมชชีนเนอรี่ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10560,บางเพรียง,บางบ่อ,สมุทรปราการ,6
พุทธรักษา,เลขที่ 629,ศรีวิลัย,85,15725000,89,12,3-105-145/47สป,90,บริษัท เอ็น-เทคโนโลยี คอนซัลแตนท์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุไม่ใช้แล้ว เฉพาะที่มีลักษณะตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),,10280,แพรกษา,เมืองสมุทรปราการ,สมุทรปราการ,6
