ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
บางนา-ตราด,เลขที่ 13/12-13, -,576.05,12250000,74,3-105-1/49สป,74,บริษัท ซี ยู อี จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติกและผลิตเมล็ดพลาสติกเกรดบี,13,10560,บางบ่อ,บางบ่อ,สมุทรปราการ,4
,เลขที่ 88/13,,673,7000000,75,3-105-10/57สป,75,บริษัท มังกร เอส.พี.เค.รีไซเคิล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,10540,บางปลา,บางพลี,สมุทรปราการ,12
สุขุมวิท,เลขที่ 567/1,เทศบาลบางปู 111,58,3500000,76,3-105-10/60สป,76,บริษัท เอสทีซี รีไซเคิล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,18,10280,บางปู,เมืองสมุทรปราการ,สมุทรปราการ,1
บางพลี-ตำหรุ,เลขที่ 488/12,เพิ่มชัย,418,45000000,77,3-105-10/61สป,77,บริษัท ไทย เอ็นเตอร์ไพรส์ กรุ๊ป จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,30,10280,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ,2
,เลขที่ 88/104,,357,18000000,78,3-105-100/61สป,78,บริษัท เอ.เอ็น.ธุรกิจ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,10540,บางปลา,บางพลี,สมุทรปราการ,12
เทพารักษ์,เลขที่ 46/11-12,ที่ดินไทย,175.5,107000000,79,3-105-106/59สป,79,บริษัท เจ.เจ.สยามอินเตอร์ เทเลวิชั่น จำกัด,081 3741 300,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,70,10540,บางพลีใหญ่,บางพลี,สมุทรปราการ,23
เทพารักษ์,เลขที่ 53/11,ที่ดินไทย,583,39000000,80,3-105-107/60สป,80,บริษัท เอ็นทีที.ออโต้ แอนด์ ซัพพลาย จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,32,10540,บางพลีใหญ่,บางพลี,สมุทรปราการ,5
,เลขที่ 208,เก้าแสน,455,19900000,81,3-105-11/61สป,81,บริษัท หวางเสี่ยวตง อิเล็กทรอนิกส์ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,25,10560,บางเพรียง,บางบ่อ,สมุทรปราการ,2
,เลขที่ 95/9,,60,43500000,82,3-105-116/60สป,82,บริษัท ประเสริฐพร เอ็นจิเนียริ่ง จำกัด,02-8195133,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,10130,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,9
ศรีวารีน้อย,"เลขที่ โฉนดที่ดินเลขที่ 13913,13915",ปุ่นมีกิจ-อนุสรณ์,280,10000000,83,3-105-120/60สป,83,บริษัท เหรียญทอง อีโค รีโนเวชั่น จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,7,10570,ศีรษะจรเข้น้อย,บางเสาธง,สมุทรปราการ,9
สุขสวัสดิ์,เลขที่ 13/5,สุขสวัสดิ์ 74,2,1000000,84,3-105-14/55สป,84,บริษัท มารีทรานส์ รีไซคลิง (ประเทศไทย) จำกัด,0 2539 4352,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดเศษโลหะและพลาสติก,7,10130,บางครุ,พระประแดง,สมุทรปราการ,8
สุขสวัสดิ์ ,เลขที่ 28/11,วัดใหญ่บางปลากด,0,1500000,85,3-105-14/56สป,85,นางวัฒนา สมสอน,869851278,คัดแยกสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,10290,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,4
บางพลี-ตำหรุ,เลขที่ -,ลำบางผี,450,340000000,86,3-105-14/58สป,86,บริษัท เพอร์เฟ็ค เปเปอร์ จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และอัดเศษกระดาษ,72,10250,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ,2
เคหะ-ลาดหวาย,เลขที่ 122/42,-,280,9224000,87,3-105-14/60สป,87,บริษัท สร้างเสริญ แมชชีนเนอรี่ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,14,10560,บางเพรียง,บางบ่อ,สมุทรปราการ,6
พุทธรักษา,เลขที่ 629,ศรีวิลัย,85,15725000,88,3-105-145/47สป,88,บริษัท เอ็น-เทคโนโลยี คอนซัลแตนท์ จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุไม่ใช้แล้ว เฉพาะที่มีลักษณะตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),12,10280,แพรกษา,เมืองสมุทรปราการ,สมุทรปราการ,6
