ไปรษณีย์,ประกอบกิจการ,TSIC,ลำดับ,เงินทุนรวม,เลขที่,อำเภอ,คนงานรวม,FID,หมู่,โทรศัพท์,คนงานชาย,ซอย,แรงม้า,GPS_lat,ถนน,ตำบล,คนงานหญิง,GPS_lng,ชื่อโรงงาน,สิ้นอายุ,factype,อนุญาต,_id,เลขทะเบียนเดิม,จังหวัด
,ทำน้ำแข็งก้อนเล็ก,126000000000,62,,เลขที่ 3/4,เมืองนนทบุรี,3000000,-10120000425292-,-,,7000000,นนทบุรี 20,11,12/11/1443,,บางกระสอ,6100000,12/11/1443,บริษัท ธวัชชัยน้ำแข็งหลอด จำกัด,1,,2400,62,3-14-4/29นบ,นนทบุรี
,ผลิตน้ำแข็งหลอด,3330000000000,63,,เลขที่ 66/6,บางใหญ่,2000000,-10120005125616-,5,,5000000,,12,31/10/1475,ตลิ่งชัน-สุพรรณบุรี,บางแม่นาง,14000000,17/06/1476,ปัน ปัน น้ำแข็งหลอด,1,,3420,63,3-14-51/61นบ,นนทบุรี
,ผลิตน้ำแข็งซอง กำลังการผลิต 937 ซองต่อวัน และน้ำแข็งก้อนเล็ก กำลังการผลิต 144 ตันต่อวัน,127000000000,64,,เลขที่ 100,ไทรน้อย,6000000,-10120006525475-,6,,6500000,-,63,22/09/1461,ลาดบัวหลวง-ไทรน้อย,ราษฎร์นิยม,57500000,01/11/1462,บริษัท ไอยรา-ไทรน้อย จำกัด,1,,24833,64,3-14-65/47นบ,นนทบุรี
,ผลิตน้ำแข็งก้อนเล็กและน้ำแข็งซอง,106000000000,65,,เลขที่ 8/8,เมืองนนทบุรี,3000000,-10120006825537-,1,,25000000,ท่าอิฐ,15,24/11/1467,รัตนาธิเบศร์,ไทรม้า,15000000,16/09/1470,บริษัท โรงน้ำแข็ง สยามราชพฤกษ์ จำกัด,1,,7221,65,3-14-68/53นบ,นนทบุรี
,ทำน้ำแข็งซองและน้ำแข็งก้อนเล็ก,126000000000,66,,เลขที่ 33/8,ปากเกร็ด,500000,-10120000925531-,5,,0,บางพลับ 8,6,12/03/1467,ราชพฤกษ์,บางพลับ,41000000,05/09/1468,บริษัท ราชพฤกษ์ ไอซ์ จำกัด,1,,5380,66,3-14-9/53นบ,นนทบุรี
,"ผลิตน้ำแข็งซอง
",106000000000,67,,เลขที่ 86/409,เมืองนนทบุรี,10000000,-10120009325576-,1,,8000000,นนทบุรี 20,18,18/12/1471,นนทบุรี 1,บางกระสอ,40000000,19/04/1473,บริษัท นทพร จำกัด,1,,1284,67,3-14-93/57นบ,นนทบุรี
,ผลิตเบียร์ ประมาณปีละ 200 ล้านลิตรต่อปี,106000000000,68,,เลขที่ 111,ไทรน้อย,0,-10120000125389-,2,,0,หลักกิโลเมตรที่ 45,0,16/03/1452,สุพรรณบุรี-บางบัวทอง,ไทรใหญ่,0,15/04/1452,บริษัท ไทยเอเชีย แปซิฟิค บริวเวอรี่ จำกัด,1,,189600,68,3-19(2)-1/38นบ,นนทบุรี
,ผลิตเบียร์,136000000000,69,,เลขที่ โฉนดที่ดินเลขที่ 62655,ไทรน้อย,5000000,-10120001125685-,1,,0,,14,02/01/1482,,ราษฎร์นิยม,20000000,,บริษัท บรูว์สเตชั่น จำกัด,0,,3200,69,3-19(2)-1/68นบ,นนทบุรี
11120,หีบฝ้ายและอัดฝ้าย ได้เดือนละ 500 ตัน,1630,70,12583000,เลขที่ 56/15,ปากเกร็ด,170,-10120000125231-,5,5836392,20,,408.5,100.5071333,แจ้งวัฒนะ,ปากเกร็ด,150,,บริษัท โรงงานฝ้ายบางกอก จำกัด,13.90736667,3,13/10/1452,70,3-2(4)-1/23นบ,นนทบุรี
11150,ผลิตน้ำดื่ม,11041,71,133000000,เลขที่ 98,ไทรน้อย,269,-10120084925662-,10,658186958,169,วัดสโมสร,2229.3,100.292106,,ไทรใหญ่,100,,บริษัท ไทย อควาเฟรช จำกัด,14.048791,3,29/05/1480,71,3-20(1)-14/66นบ,นนทบุรี
11150,ผลิตน้ำดื่ม และผลิตขวดพลาสติก,11041,72,476298183,"เลขที่ 4/8, 4/9, 4/12",ไทรน้อย,76,-10120161225663-,4,02-1501484,46,-,4912.35,100.326877,บางบัวทอง-สุพรรณบุรี,ราษฎร์นิยม,30,,บริษัท ท็อปเพชร แพ็คเกจจิ้ง จำกัด,14.064742,3,29/09/1480,72,3-20(1)-24/66นบ,นนทบุรี
11000,ผลิตน้ำอัดลมอาร์ซเซเว่นอัพเฮาดี้และผลิตน้ำดื่ม,11042,73,20000000,เลขที่ 70,เมืองนนทบุรี,102,-10120000125132-,,080 6068533,62,,902.2,100.5237333,งามวงศ์วาน,บางกระสอ,40,,บริษัท โชคชัยพิบูล จำกัด,13.8586,3,25/12/1427,73,3-20(3)-1/13นบ,นนทบุรี
,ผลิตน้ำอัดลม,106000000000,74,,เลขที่ 70,เมืองนนทบุรี,20000000,-10120200125403-,,,0,,100,12/11/1454,งามวงศ์วาน,บางกระสอ,30000000,16/02/1455,บริษัท โชคชัยพิบูล จำกัด,1,,0,74,3-20(3)-1/40นบ,นนทบุรี
,ปั่นด้าย (จำนวนแกนปั่นด้าย 240 แกน),126000000000,75,,เลขที่ 55/20,เมืองนนทบุรี,15000000,-10120000125355-,5,,44640000,รณสิทธิพิชัย,60,30/11/1451,สนามบินน้ำ,ท่าทราย,10000000,15/01/1449,บริษัท เสรีชัยยุทธภัณฑ์ จำกัด,1,,4464,75,3-22(1)-1/35นบ,นนทบุรี
,ย้อมสีเส้นใย,126000000000,76,,เลขที่ 23/2,ไทรน้อย,5000000,-10120000125363-,2,,2000000,,59,14/08/1454,ไทรน้อย-ลาดบัวหลวง,ไทรใหญ่,10475590,07/01/1451,บริษัท เค.วี.ดี.อินดัสเทรียล จำกัด,1,,21760,76,3-22(1)-1/36นบ,นนทบุรี
,ซักอบรีดเสื้อผ้า,106000000000,77,,เลขที่ 98/6,บางกรวย,5000000,-10120000125413-,1,,24600000,วัดบางไกรใน,37,04/08/1455,กรุงนนท์-จงถนอม,มหาสวัสดิ์,6200000,29/01/1456,บริษัท โรงพยาบาลพญาไท 1 จำกัด,1,,17852,77,3-22(1)-1/41นบ,นนทบุรี
11110,ทอสายยางยืด สายเทป ทำกระดุมและฟอกย้อม (จำนวนเครื่องทอ 94 เครื่อง เครื่องถัก 5 เครื่อง),13111,78,22000000,"เลขที่ 32/2, 32/3",บางบัวทอง,24,-10120000125256-,4,,10,,3615.14,100.3853667,บางกรวย-ไทรน้อย,บางบัวทอง,14,,บริษัท ยูไนเต็ดแฟบริค จำกัด,13.94288333,3,16/07/1439,78,3-22(2)-1/25นบ,นนทบุรี
,ทอผ้า (จำนวนเครื่องทอผ้า 74 เครื่อง),126000000000,79,,เลขที่ 54/1/1,เมืองนนทบุรี,2300000,-10120100125305-,5,,100000,รณสิทธิพิชัย,65,04/08/1444,สนามบินน้ำ,บางกระสอ,1000000,04/08/1444,บริษัท เสรีชัยยุทธภัณฑ์ จำกัด,1,,864,79,3-22(2)-1/30นบ,นนทบุรี
,ทอผ้าและทอผ้ายืด,3100000000000,80,,เลขที่ 2/4,ไทรน้อย,5000000,-10120100125461-,5,,20000000,,40,26/06/1460,บางบัวทอง-สุพรรณบุรี,คลองขวาง,2000000,08/08/1460,บริษัท ดี เทคโน เท็กซ์ จำกัด,1,,15600,80,3-22(2)-1/46นบ,นนทบุรี
,ทอผ้า,126000000000,81,,เลขที่ 33/4,ปากเกร็ด,5000000,-10120000125470-,5,,300000,วัดสลักเหนือ,39,23/01/1461,ติวานนท์,บ้านใหม่,6000000,01/03/1461,บริษัท วินเน่อร์เท็คซ์ไทล์ จำกัด,1,,39168,81,3-22(2)-1/47นบ,นนทบุรี
,เกี่ยวกับผลิตภัณฑ์ยาง(เส้นยางยืดและแถบยางยืด),106000000000,82,,เลขที่ 11/1,ปากเกร็ด,7000000,-10120000225148-,8,,340000000,,22,08/03/1450,ติวานนท์,บางพูด,50000000,07/06/1428,บริษัท ไทยอิลาสติค จำกัด,1,,27125,82,3-22(2)-2/14นบ,นนทบุรี
,ปั่นด้ายจากใยเทียมและใยธรรมชาติทอผ้าฟอกย้อม,106000000000,83,,เลขที่ 17/2,ปากเกร็ด,45698765,-10120000225353-,2,,4000000,วัดโพธิ์ทองบน,294,25/07/1452,ติวานนท์,บ้านใหม่,30259166,20/06/1452,บริษัท อุตสาหกรรมแมนดารินสปินนิ่ง จำกัด,3,,96000,83,3-22(2)-2/35นบ,นนทบุรี
11110,ทอสายยางยืด สายเทปและฟอกย้อม ทอเสื้อและกางเกง,13111,84,48000000,เลขที่ ,บางบัวทอง,68,-10120000225460-,9,02-9226611-3,35,,1379.83,13.94315,บางบัวทอง-สุพรรณบุรี,ละหาร,33,100.3849,บริษัท ยูไนเต็ดแฟบริค จำกัด,,3,08/08/1460,84,3-22(2)-2/46นบ,นนทบุรี
11120,ทอผ้า ถักผ้าและฟอกย้อมแต่งสำเร็จ,13131,85,43986000,เลขที่ 33/2,ปากเกร็ด,231,-10120100125156-,5,,48,วัดสลักเหนือ,7842.8,100.5302,ติวานนท์,บ้านใหม่,183,,บริษัท สหไทยซินเทติกไฟเบอร์ จำกัด,13.94125,3,23/03/1450,85,3-22(3)-1/15นบ,นนทบุรี
11130,รับบริการซักฟอกผ้า ซักรีดผ้า เสื้อผ้าสำเร็จรูปและสิ่งทอ,13131,86,8100000,เลขที่ 4/2,บางกรวย,28,-10120100125453-,3,02-4475372,28,ส่วนบุคคล,6112.87,100.4682333,บางกรวย-ไทรน้อย,บางสีทอง,0,,บริษัท ทอมมาติน วอชชิ่ง จำกัด,13.82628333,3,22/03/1459,86,3-22(3)-1/45นบ,นนทบุรี
