ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
ปานวิถี,เลขที่ 261/93,    -,10111400000000,38.58,7220000,72,3-101-1/45สป,72,บ่อบำบัดรวม โครงการสุธาวี มินิแฟค,02-708-3659-60,บ่อบำบัดน้ำเสียรวม,5,10560,บางเพรียง,บางบ่อ,สมุทรปราการ,2
ทางรถไฟสายเก่า,เลขที่ 82/1, -,10110500000000,621.55,60000000,73,3-101-1/46สป,73,บริษัท โตโยต้า มอเตอร์ ประเทศไทย จำกัด,0-2386-1331,"บำบัดน้ำเสียรวม ปริมาณการบำบัดสูงสุด 2,000 ลูกบาศก์เมตร/วัน",4,10130,สำโรงใต้,พระประแดง,สมุทรปราการ,2
สุขสวัสดิ์,เลขที่ 112/40,สุขสวัสดิ์ 78 ,10110100000000,173.33,126000000,74,3-101-1/62สป,74,ห้างหุ้นส่วนจำกัด ไทยเอ็นไวรอนเม้นท์ ซีสเท็มส์,081-6228661,เตาเผามูลฝอยติดเชื้อ,28,10130,บางจาก,พระประแดง,สมุทรปราการ,6
สุขุมวิท กม.34,เลขที่ ,ฟอกหนัง,10111100000000,577.4,13000000,75,3-101-2/36สป,75,สมาคมอุตสาหกรรมฟอกหนัง,7039009-10,ปรับคุณภาพน้ำเสียรวม,15,10280,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,
สุขุมวิท กม.30,เลขที่ ,ฟอกหนัง,10110500000000,1493,33000000,76,3-101-3/36สป,76,สมาคมอุตสาหกรรมฟอกหนัง,,ปรับปรุงคุณภาพน้ำเสีย,15,10280,ท้ายบ้าน,เมืองสมุทรปราการ,สมุทรปราการ,11
ปู่เจ้าสมิงพราย,เลขที่ 89/2,วัดสวนส้ม,10110100000000,460.92,48000000,77,3-101-3/41สป,77,บริษัท ฟรีสแลนด์คัมพิน่า (ประเทศไทย) จำกัด (มหาชน),3842760-1,บำบัดน้ำเสียรวม,3,10130,สำโรงใต้,พระประแดง,สมุทรปราการ,8
สุขาภิบาล 6,เลขที่ 33/2-5 อาคารเดิมอาคารที่ 2,-,10110600000000,60,1500000,78,3-105-1/46สป,78,บริษัท สวารินทร์ จำกัด,0 2383 0997-8,เกี่ยวกับการคัดแยกหรือผังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่มีลักษณะและคุณสมบัติตามที่กำหนดในกฎกระทรวงฉบับที่ 2 (พ.ศ.2535) ออกตามความในพระราชบัญญัติโรงงาน,18,10130,บางหัวเสือ,พระประแดง,สมุทรปราการ,4
บางนา-ตราด,เลขที่ 13/12-13, -,10110100000000,576.05,12250000,79,3-105-1/49สป,79,บริษัท ซี ยู อี จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติกและผลิตเมล็ดพลาสติกเกรดบี,13,10560,บางบ่อ,บางบ่อ,สมุทรปราการ,4
,เลขที่ 88/13,,10110000000000,673,7000000,80,3-105-10/57สป,80,บริษัท มังกร เอส.พี.เค.รีไซเคิล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,10540,บางปลา,บางพลี,สมุทรปราการ,12
สุขุมวิท,เลขที่ 567/1,เทศบาลบางปู 111,10110000000000,55.5,3500000,81,3-105-10/60สป,81,บริษัท เอสทีซี รีไซเคิล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,18,10280,บางปู,เมืองสมุทรปราการ,สมุทรปราการ,1
บางพลี-ตำหรุ,เลขที่ 488/12,เพิ่มชัย,10110000000000,418,45000000,82,3-105-10/61สป,82,บริษัท ไทย เอ็นเตอร์ไพรส์ กรุ๊ป จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,30,10280,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ,2
,เลขที่ 71/57,,10110000000000,185,34000000,83,3-105-10/62สป,83,บริษัท รวยพูนทรัพย์ จำกัด,089-4426048,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,40,10540,บางปลา,บางพลี,สมุทรปราการ,11
,เลขที่ 88/104,,10110000000000,357,18000000,84,3-105-100/61สป,84,บริษัท เอ.เอ็น.ธุรกิจ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,10540,บางปลา,บางพลี,สมุทรปราการ,12
เทพารักษ์,เลขที่ 46/11-12,ที่ดินไทย,10110000000000,175.5,107000000,85,3-105-106/59สป,85,บริษัท เจ.เจ.สยามอินเตอร์ เทเลวิชั่น จำกัด,081 3741 300,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,70,10540,บางพลีใหญ่,บางพลี,สมุทรปราการ,23
เทพารักษ์,เลขที่ 53/11,ที่ดินไทย,10110000000000,583,39000000,86,3-105-107/60สป,86,บริษัท เอ็นทีที.ออโต้ แอนด์ ซัพพลาย จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,32,10540,บางพลีใหญ่,บางพลี,สมุทรปราการ,5
,เลขที่ 208,เก้าแสน,10110100000000,455,19900000,87,3-105-11/61สป,87,บริษัท หวางเสี่ยวตง อิเล็กทรอนิกส์ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,25,10560,บางเพรียง,บางบ่อ,สมุทรปราการ,2
