ชั่วโมงการทำงาน,ADM0_PCODE,ADM0_EN,_id,REGION4,ปี,ผู้มีงานทำ,เพศ,ไตรมาส,ADM0_TH,ADM1_TH
 35 - 39 ชั่วโมง,TH,Thailand,167,ภาคตะวันออกเฉียงเหนือ,2566,9137.83,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ
 35 - 39 ชั่วโมง,TH,Thailand,168,ภาคตะวันออกเฉียงเหนือ,2566,15302.29,       ชาย                         ,1,ประเทศไทย,อำนาจเจริญ
 35 - 39 ชั่วโมง,TH,Thailand,169,ภาคตะวันออกเฉียงเหนือ,2566,19682.35,       ชาย                         ,1,ประเทศไทย,บึงกาฬ
 35 - 39 ชั่วโมง,TH,Thailand,170,ภาคตะวันออกเฉียงเหนือ,2566,20623.11,       ชาย                         ,1,ประเทศไทย,หนองบัวลำภู
 35 - 39 ชั่วโมง,TH,Thailand,171,ภาคตะวันออกเฉียงเหนือ,2566,77757.6,       ชาย                         ,1,ประเทศไทย,ขอนแก่น
 35 - 39 ชั่วโมง,TH,Thailand,172,ภาคตะวันออกเฉียงเหนือ,2566,56115.5,       ชาย                         ,1,ประเทศไทย,อุดรธานี
 35 - 39 ชั่วโมง,TH,Thailand,173,ภาคตะวันออกเฉียงเหนือ,2566,25283.71,       ชาย                         ,1,ประเทศไทย,เลย
 35 - 39 ชั่วโมง,TH,Thailand,174,ภาคตะวันออกเฉียงเหนือ,2566,18359.56,       ชาย                         ,1,ประเทศไทย,หนองคาย
 35 - 39 ชั่วโมง,TH,Thailand,175,ภาคตะวันออกเฉียงเหนือ,2566,27464.22,       ชาย                         ,1,ประเทศไทย,มหาสารคาม
 35 - 39 ชั่วโมง,TH,Thailand,176,ภาคตะวันออกเฉียงเหนือ,2566,44807.97,       ชาย                         ,1,ประเทศไทย,ร้อยเอ็ด
 35 - 39 ชั่วโมง,TH,Thailand,177,ภาคตะวันออกเฉียงเหนือ,2566,34094.44,       ชาย                         ,1,ประเทศไทย,กาฬสินธุ์
 35 - 39 ชั่วโมง,TH,Thailand,178,ภาคตะวันออกเฉียงเหนือ,2566,51482.45,       ชาย                         ,1,ประเทศไทย,สกลนคร
 35 - 39 ชั่วโมง,TH,Thailand,179,ภาคตะวันออกเฉียงเหนือ,2566,17983.18,       ชาย                         ,1,ประเทศไทย,นครพนม
 35 - 39 ชั่วโมง,TH,Thailand,180,ภาคตะวันออกเฉียงเหนือ,2566,25033.3,       ชาย                         ,1,ประเทศไทย,มุกดาหาร
 35 - 39 ชั่วโมง,TH,Thailand,181,ภาคตะวันออกเฉียงเหนือ,2566,53609.04,       หญิง                        ,1,ประเทศไทย,นครราชสีมา
 35 - 39 ชั่วโมง,TH,Thailand,182,ภาคตะวันออกเฉียงเหนือ,2566,51467.89,       หญิง                        ,1,ประเทศไทย,บุรีรัมย์
 35 - 39 ชั่วโมง,TH,Thailand,183,ภาคตะวันออกเฉียงเหนือ,2566,22679.66,       หญิง                        ,1,ประเทศไทย,สุรินทร์
 35 - 39 ชั่วโมง,TH,Thailand,184,ภาคตะวันออกเฉียงเหนือ,2566,58942.28,       หญิง                        ,1,ประเทศไทย,ศรีสะเกษ
 35 - 39 ชั่วโมง,TH,Thailand,185,ภาคตะวันออกเฉียงเหนือ,2566,92085.4,       หญิง                        ,1,ประเทศไทย,อุบลราชธานี
 35 - 39 ชั่วโมง,TH,Thailand,186,ภาคตะวันออกเฉียงเหนือ,2566,30282.02,       หญิง                        ,1,ประเทศไทย,ยโสธร
 35 - 39 ชั่วโมง,TH,Thailand,187,ภาคตะวันออกเฉียงเหนือ,2566,15370.04,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ
 35 - 39 ชั่วโมง,TH,Thailand,188,ภาคตะวันออกเฉียงเหนือ,2566,14173.3,       หญิง                        ,1,ประเทศไทย,อำนาจเจริญ
 35 - 39 ชั่วโมง,TH,Thailand,189,ภาคตะวันออกเฉียงเหนือ,2566,16463.16,       หญิง                        ,1,ประเทศไทย,บึงกาฬ
 35 - 39 ชั่วโมง,TH,Thailand,190,ภาคตะวันออกเฉียงเหนือ,2566,27954.62,       หญิง                        ,1,ประเทศไทย,หนองบัวลำภู
 35 - 39 ชั่วโมง,TH,Thailand,191,ภาคตะวันออกเฉียงเหนือ,2566,92303.09,       หญิง                        ,1,ประเทศไทย,ขอนแก่น
 35 - 39 ชั่วโมง,TH,Thailand,192,ภาคตะวันออกเฉียงเหนือ,2566,50472.18,       หญิง                        ,1,ประเทศไทย,อุดรธานี
 35 - 39 ชั่วโมง,TH,Thailand,193,ภาคตะวันออกเฉียงเหนือ,2566,25616.01,       หญิง                        ,1,ประเทศไทย,เลย
 35 - 39 ชั่วโมง,TH,Thailand,194,ภาคตะวันออกเฉียงเหนือ,2566,26973.2,       หญิง                        ,1,ประเทศไทย,หนองคาย
 35 - 39 ชั่วโมง,TH,Thailand,195,ภาคตะวันออกเฉียงเหนือ,2566,35816.73,       หญิง                        ,1,ประเทศไทย,มหาสารคาม
 35 - 39 ชั่วโมง,TH,Thailand,196,ภาคตะวันออกเฉียงเหนือ,2566,38516.76,       หญิง                        ,1,ประเทศไทย,ร้อยเอ็ด
 35 - 39 ชั่วโมง,TH,Thailand,197,ภาคตะวันออกเฉียงเหนือ,2566,28492.42,       หญิง                        ,1,ประเทศไทย,กาฬสินธุ์
 35 - 39 ชั่วโมง,TH,Thailand,198,ภาคตะวันออกเฉียงเหนือ,2566,48632.44,       หญิง                        ,1,ประเทศไทย,สกลนคร
 35 - 39 ชั่วโมง,TH,Thailand,199,ภาคตะวันออกเฉียงเหนือ,2566,15026.38,       หญิง                        ,1,ประเทศไทย,นครพนม
 35 - 39 ชั่วโมง,TH,Thailand,200,ภาคตะวันออกเฉียงเหนือ,2566,21612.92,       หญิง                        ,1,ประเทศไทย,มุกดาหาร
 40 - 49 ชั่วโมง,TH,Thailand,201,ภาคตะวันออกเฉียงเหนือ,2566,296655.62,       ชาย                         ,1,ประเทศไทย,นครราชสีมา
 40 - 49 ชั่วโมง,TH,Thailand,202,ภาคตะวันออกเฉียงเหนือ,2566,111351.67,       ชาย                         ,1,ประเทศไทย,บุรีรัมย์
 40 - 49 ชั่วโมง,TH,Thailand,203,ภาคตะวันออกเฉียงเหนือ,2566,72051.65,       ชาย                         ,1,ประเทศไทย,สุรินทร์
 40 - 49 ชั่วโมง,TH,Thailand,204,ภาคตะวันออกเฉียงเหนือ,2566,117328.91,       ชาย                         ,1,ประเทศไทย,ศรีสะเกษ
