เงินทุนรวม,ประกอบกิจการ,อำเภอ,TSIC,ถนน,GPS_lat,ซอย,FID,คนงานรวม,ลำดับ,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,อนุญาต,ตำบล,factype,คนงานชาย,_id,เลขทะเบียนเดิม,ชื่อโรงงาน,GPS_lng,สิ้นอายุ,คนงานหญิง
,ทำน้ำแข็งก้อนเล็ก,เมืองนนทบุรี,126000000000,,12/11/1443,นนทบุรี 20,-10120000425292-,3000000,62,,นนทบุรี,-,เลขที่ 3/4,11,,2400,บางกระสอ,,7000000,62,3-14-4/29นบ,บริษัท ธวัชชัยน้ำแข็งหลอด จำกัด,12/11/1443,1,6100000
,ผลิตน้ำแข็งหลอด,บางใหญ่,3330000000000,ตลิ่งชัน-สุพรรณบุรี,31/10/1475,,-10120005125616-,2000000,63,,นนทบุรี,5,เลขที่ 66/6,12,,3420,บางแม่นาง,,5000000,63,3-14-51/61นบ,ปัน ปัน น้ำแข็งหลอด,17/06/1476,1,14000000
,ผลิตน้ำแข็งซอง กำลังการผลิต 937 ซองต่อวัน และน้ำแข็งก้อนเล็ก กำลังการผลิต 144 ตันต่อวัน,ไทรน้อย,127000000000,ลาดบัวหลวง-ไทรน้อย,22/09/1461,-,-10120006525475-,6000000,64,,นนทบุรี,6,เลขที่ 100,63,,24833,ราษฎร์นิยม,,6500000,64,3-14-65/47นบ,บริษัท ไอยรา-ไทรน้อย จำกัด,01/11/1462,1,57500000
,ผลิตน้ำแข็งก้อนเล็กและน้ำแข็งซอง,เมืองนนทบุรี,106000000000,รัตนาธิเบศร์,24/11/1467,ท่าอิฐ,-10120006825537-,3000000,65,,นนทบุรี,1,เลขที่ 8/8,15,,7221,ไทรม้า,,25000000,65,3-14-68/53นบ,บริษัท โรงน้ำแข็ง สยามราชพฤกษ์ จำกัด,16/09/1470,1,15000000
,ทำน้ำแข็งซองและน้ำแข็งก้อนเล็ก,ปากเกร็ด,126000000000,ราชพฤกษ์,12/03/1467,บางพลับ 8,-10120000925531-,500000,66,,นนทบุรี,5,เลขที่ 33/8,6,,5380,บางพลับ,,0,66,3-14-9/53นบ,บริษัท ราชพฤกษ์ ไอซ์ จำกัด,05/09/1468,1,41000000
,"ผลิตน้ำแข็งซอง
",เมืองนนทบุรี,106000000000,นนทบุรี 1,18/12/1471,นนทบุรี 20,-10120009325576-,10000000,67,,นนทบุรี,1,เลขที่ 86/409,18,,1284,บางกระสอ,,8000000,67,3-14-93/57นบ,บริษัท นทพร จำกัด,19/04/1473,1,40000000
,ผลิตเบียร์ ประมาณปีละ 200 ล้านลิตรต่อปี,ไทรน้อย,106000000000,สุพรรณบุรี-บางบัวทอง,16/03/1452,หลักกิโลเมตรที่ 45,-10120000125389-,0,68,,นนทบุรี,2,เลขที่ 111,0,,189600,ไทรใหญ่,,0,68,3-19(2)-1/38นบ,บริษัท ไทยเอเชีย แปซิฟิค บริวเวอรี่ จำกัด,15/04/1452,1,0
,ผลิตเบียร์,ไทรน้อย,136000000000,,02/01/1482,,-10120001125685-,5000000,69,,นนทบุรี,1,เลขที่ โฉนดที่ดินเลขที่ 62655,14,,3200,ราษฎร์นิยม,,0,69,3-19(2)-1/68นบ,บริษัท บรูว์สเตชั่น จำกัด,,0,20000000
12583000,หีบฝ้ายและอัดฝ้าย ได้เดือนละ 500 ตัน,ปากเกร็ด,1630,แจ้งวัฒนะ,100.5071333,,-10120000125231-,170,70,11120,นนทบุรี,5,เลขที่ 56/15,408.5,5836392,13/10/1452,ปากเกร็ด,3,20,70,3-2(4)-1/23นบ,บริษัท โรงงานฝ้ายบางกอก จำกัด,,13.90736667,150
133000000,ผลิตน้ำดื่ม,ไทรน้อย,11041,,100.292106,วัดสโมสร,-10120084925662-,269,71,11150,นนทบุรี,10,เลขที่ 98,2229.3,658186958,29/05/1480,ไทรใหญ่,3,169,71,3-20(1)-14/66นบ,บริษัท ไทย อควาเฟรช จำกัด,,14.048791,100
476298183,ผลิตน้ำดื่ม และผลิตขวดพลาสติก,ไทรน้อย,11041,บางบัวทอง-สุพรรณบุรี,100.326877,-,-10120161225663-,76,72,11150,นนทบุรี,4,"เลขที่ 4/8, 4/9, 4/12",4912.35,02-1501484,29/09/1480,ราษฎร์นิยม,3,46,72,3-20(1)-24/66นบ,บริษัท ท็อปเพชร แพ็คเกจจิ้ง จำกัด,,14.064742,30
20000000,ผลิตน้ำอัดลมอาร์ซเซเว่นอัพเฮาดี้และผลิตน้ำดื่ม,เมืองนนทบุรี,11042,งามวงศ์วาน,100.5237333,,-10120000125132-,102,73,11000,นนทบุรี,,เลขที่ 70,902.2,080 6068533,25/12/1427,บางกระสอ,3,62,73,3-20(3)-1/13นบ,บริษัท โชคชัยพิบูล จำกัด,,13.8586,40
,ผลิตน้ำอัดลม,เมืองนนทบุรี,106000000000,งามวงศ์วาน,12/11/1454,,-10120200125403-,20000000,74,,นนทบุรี,,เลขที่ 70,100,,0,บางกระสอ,,0,74,3-20(3)-1/40นบ,บริษัท โชคชัยพิบูล จำกัด,16/02/1455,1,30000000
,ปั่นด้าย (จำนวนแกนปั่นด้าย 240 แกน),เมืองนนทบุรี,126000000000,สนามบินน้ำ,30/11/1451,รณสิทธิพิชัย,-10120000125355-,15000000,75,,นนทบุรี,5,เลขที่ 55/20,60,,4464,ท่าทราย,,44640000,75,3-22(1)-1/35นบ,บริษัท เสรีชัยยุทธภัณฑ์ จำกัด,15/01/1449,1,10000000
,ย้อมสีเส้นใย,ไทรน้อย,126000000000,ไทรน้อย-ลาดบัวหลวง,14/08/1454,,-10120000125363-,5000000,76,,นนทบุรี,2,เลขที่ 23/2,59,,21760,ไทรใหญ่,,2000000,76,3-22(1)-1/36นบ,บริษัท เค.วี.ดี.อินดัสเทรียล จำกัด,07/01/1451,1,10475590
,ซักอบรีดเสื้อผ้า,บางกรวย,106000000000,กรุงนนท์-จงถนอม,04/08/1455,วัดบางไกรใน,-10120000125413-,5000000,77,,นนทบุรี,1,เลขที่ 98/6,37,,17852,มหาสวัสดิ์,,24600000,77,3-22(1)-1/41นบ,บริษัท โรงพยาบาลพญาไท 1 จำกัด,29/01/1456,1,6200000
22000000,ทอสายยางยืด สายเทป ทำกระดุมและฟอกย้อม (จำนวนเครื่องทอ 94 เครื่อง เครื่องถัก 5 เครื่อง),บางบัวทอง,13111,บางกรวย-ไทรน้อย,100.3853667,,-10120000125256-,24,78,11110,นนทบุรี,4,"เลขที่ 32/2, 32/3",3615.14,,16/07/1439,บางบัวทอง,3,10,78,3-22(2)-1/25นบ,บริษัท ยูไนเต็ดแฟบริค จำกัด,,13.94288333,14
,ทอผ้า (จำนวนเครื่องทอผ้า 74 เครื่อง),เมืองนนทบุรี,126000000000,สนามบินน้ำ,04/08/1444,รณสิทธิพิชัย,-10120100125305-,2300000,79,,นนทบุรี,5,เลขที่ 54/1/1,65,,864,บางกระสอ,,100000,79,3-22(2)-1/30นบ,บริษัท เสรีชัยยุทธภัณฑ์ จำกัด,04/08/1444,1,1000000
,ทอผ้าและทอผ้ายืด,ไทรน้อย,3100000000000,บางบัวทอง-สุพรรณบุรี,26/06/1460,,-10120100125461-,5000000,80,,นนทบุรี,5,เลขที่ 2/4,40,,15600,คลองขวาง,,20000000,80,3-22(2)-1/46นบ,บริษัท ดี เทคโน เท็กซ์ จำกัด,08/08/1460,1,2000000
,ทอผ้า,ปากเกร็ด,126000000000,ติวานนท์,23/01/1461,วัดสลักเหนือ,-10120000125470-,5000000,81,,นนทบุรี,5,เลขที่ 33/4,39,,39168,บ้านใหม่,,300000,81,3-22(2)-1/47นบ,บริษัท วินเน่อร์เท็คซ์ไทล์ จำกัด,01/03/1461,1,6000000
,เกี่ยวกับผลิตภัณฑ์ยาง(เส้นยางยืดและแถบยางยืด),ปากเกร็ด,106000000000,ติวานนท์,08/03/1450,,-10120000225148-,7000000,82,,นนทบุรี,8,เลขที่ 11/1,22,,27125,บางพูด,,340000000,82,3-22(2)-2/14นบ,บริษัท ไทยอิลาสติค จำกัด,07/06/1428,1,50000000
,ปั่นด้ายจากใยเทียมและใยธรรมชาติทอผ้าฟอกย้อม,ปากเกร็ด,106000000000,ติวานนท์,25/07/1452,วัดโพธิ์ทองบน,-10120000225353-,45698765,83,,นนทบุรี,2,เลขที่ 17/2,294,,96000,บ้านใหม่,,4000000,83,3-22(2)-2/35นบ,บริษัท อุตสาหกรรมแมนดารินสปินนิ่ง จำกัด,20/06/1452,3,30259166
48000000,ทอสายยางยืด สายเทปและฟอกย้อม ทอเสื้อและกางเกง,บางบัวทอง,13111,บางบัวทอง-สุพรรณบุรี,13.94315,,-10120000225460-,68,84,11110,นนทบุรี,9,เลขที่ ,1379.83,02-9226611-3,08/08/1460,ละหาร,3,35,84,3-22(2)-2/46นบ,บริษัท ยูไนเต็ดแฟบริค จำกัด,100.3849,,33
43986000,ทอผ้า ถักผ้าและฟอกย้อมแต่งสำเร็จ,ปากเกร็ด,13131,ติวานนท์,100.5302,วัดสลักเหนือ,-10120100125156-,231,85,11120,นนทบุรี,5,เลขที่ 33/2,7842.8,,23/03/1450,บ้านใหม่,3,48,85,3-22(3)-1/15นบ,บริษัท สหไทยซินเทติกไฟเบอร์ จำกัด,,13.94125,183
8100000,รับบริการซักฟอกผ้า ซักรีดผ้า เสื้อผ้าสำเร็จรูปและสิ่งทอ,บางกรวย,13131,บางกรวย-ไทรน้อย,100.4682333,ส่วนบุคคล,-10120100125453-,28,86,11130,นนทบุรี,3,เลขที่ 4/2,6112.87,02-4475372,22/03/1459,บางสีทอง,3,28,86,3-22(3)-1/45นบ,บริษัท ทอมมาติน วอชชิ่ง จำกัด,,13.82628333,0
