แรงม้า,GPS_lng,ตำบล,ประกอบกิจการ,พื้นที่อาคาร,คนงานรวม,เลขทะเบียนเดิม,ถนน,เลขที่,คนงานชาย,จังหวัด,โทรศัพท์,อนุญาต,ลำดับ,หมู่,พื้นที่โรงงาน,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,คนงานหญิง,_id,เริ่มดำเนินการ,FID,อำเภอ,สิ้นอายุ,GPS_lat,เงินทุนรวม
1121.61,100.4931667,ปากเกร็ด,ทำน้ำแข็งซองได้วันละ 936 ซอง และทำน้ำแข็งก้อนเล็กวันละ 13,1068,16,3-14-2/19นบ,แจ้งวัฒนะ,เลขที่ 34/7,14,นนทบุรี,5837661,1994-08-02T00:00:00,52,3,1200,สุขาประชาสรรค์ 1,ห้างหุ้นส่วนจำกัด ส.วารีพัฒนา,11120,10795,2,52,1976-06-23T00:00:00,-10120000225197-,ปากเกร็ด,2024-01-01T00:00:00,13.91165,8525680
703,100.4923667,บางกระสอ,ทำน้ำแข็งซอง ได้วันละ 752 ซอง,800,10,3-14-2/31นบ,นนทบุรี 1,เลขที่ 87/5,10,นนทบุรี,2467300,1993-12-14T00:00:00,53,1,2000,โรงน้ำแข็ง,นางสาวนวลฉวี ประเสริฐสุขสม,11000,10795,0,53,1988-06-29T00:00:00,-10120100225311-,เมืองนนทบุรี,2024-01-01T00:00:00,13.8745,5400000
2633,100.4415208,ลำโพ,ผลิตน้ำแข็งซองและน้ำแข็งหลอด,2066,14,3-14-20/62นบ,,เลขที่ โฉนดที่ดินที่ 8553,14,นนทบุรี,,2019-03-07T00:00:00,54,2,2066,,บริษัท โรงน้ำแข็งอานนท์ จำกัด,11000,10795,0,54,2022-08-15T00:00:00,-10120170125623-,บางบัวทอง,,13.95355789,30000000
1102,100.468569,บางกร่าง,"ทำน้ำแข็งซอง ได้วันละ 1,000 ซอง/วัน",2436,13,3-14-24/56นบ,บางศรีเมือง-วัดโบสถ์,เลขที่ 54/9,9,นนทบุรี,,2013-02-05T00:00:00,55,9,6000,เพิ่มแฉล้มอุทิศ,วารีน้ำแข็ง 2,11000,10795,4,55,2017-08-21T00:00:00,-10120002425563-,เมืองนนทบุรี,2022-01-01T00:00:00,13.842854,105000000
1020,100.3937,ละหาร,ทำน้ำแข็งซอง ได้วันละ 330 ซอง และทำน้ำแข็งก้อนเล็ก ได้วันละ 50 ตัน,1669,18,3-14-29/52นบ,บางบัวทอง-ประตูน้ำพระอุดม,เลขที่ ,14,นนทบุรี,02-8719890,2009-06-08T00:00:00,56,2,6108,-,ห้างหุ้นส่วนจำกัด วรรณวารี,11110,10795,4,56,,-10120002925521-,บางบัวทอง,,13.89182,59000000
4586,100.4883167,บางกระสอ,ทำน้ำแข็งซอง ได้วันละ 963 ซอง และทำน้ำแข็งก้อนเล็ก ได้วันละ,1360,12,3-14-3/15นบ,นนทบุรี 1,เลขที่ 86/4,12,นนทบุรี,5250172,1993-08-03T00:00:00,57,1,4760,โรงน้ำแข็ง,บริษัท โรงน้ำแข็ง แสงพิทักษ์ จำกัด,11000,10795,0,57,1972-02-07T00:00:00,-10120000325153-,เมืองนนทบุรี,2023-01-01T00:00:00,13.87866667,45000000
1640.32,100.4862333,บางกระสอ,ผลิตน้ำแข็งก้อนเล็ก เพิ่มขึ้นวันละ 70 ตัน ,440,2,3-14-3/31นบ,นนทบุรี 1,เลขที่ 86/3,2,นนทบุรี,02-5251934,1993-12-24T00:00:00,58,1,6400,นนทบุรี 20,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งสาครทิพย์,11000,10795,0,58,1988-03-08T00:00:00,-10120000325310-,เมืองนนทบุรี,2024-01-01T00:00:00,13.8787,8500000
1743.5,100.434448,มหาสวัสดิ์,ผลิตน้ำแข็งก้อนเล็ก กำลังการผลิต 400 ตันต่อวัน,975,9,3-14-30/57นบ,,เลขที่ ,6,นนทบุรี,089-7775549,2014-08-05T00:00:00,59,5,5116,,บริษัท อุตสาหกรรมน้ำแข็งไทย จำกัด,11130,10795,3,59,2018-06-29T00:00:00,-10120003025578-,บางกรวย,2023-01-01T00:00:00,13.801724,78000000
2658.5,100.3814705,บางแม่นาง,ทำน้ำแข็งซองและทำน้ำแข็งก้อนเล็ก,2417,9,3-14-32/58นบ,อบจ.สายทางบางแม่นาง (เทิดพระเกียรติ),เลขที่ ,6,นนทบุรี,081-7352566,2015-09-06T00:00:00,60,6,9216,,บริษัท คิงส์ไอซ์แมน จำกัด,47000,10795,3,60,,-10120003225582-,บางใหญ่,,13.85454153,66000000
1541.42,100.4871667,บางกระสอ,"ทำน้ำแข็ง ได้วันละ 1,872 ซอง",945,7,3-14-4/15นบ,นนทบุรี 1,เลขที่ 85/1,7,นนทบุรี,081-5135577,1993-09-04T00:00:00,61,1,3960,,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งสินทิพย์,11000,10795,0,61,1973-12-07T00:00:00,-10120000425151-,เมืองนนทบุรี,2023-01-01T00:00:00,13.87833333,16000000
1732,100.4874507,บางกระสอ,ทำน้ำแข็งก้อนเล็ก,2400,11,3-14-4/29นบ,,เลขที่ 3/4,11,นนทบุรี,02 9681288,1986-12-11T00:00:00,62,-,2400,นนทบุรี 20,บริษัท ธวัชชัยน้ำแข็งหลอด จำกัด,11000,10795,0,62,1986-12-11T00:00:00,-10120000425292-,เมืองนนทบุรี,2020-01-01T00:00:00,13.8782217,19100000
562,100.386501,บางแม่นาง,ผลิตน้ำแข็งหลอด,342,14,3-14-51/61นบ,ตลิ่งชัน-สุพรรณบุรี,เลขที่ 66/6,12,นนทบุรี,,2018-10-31T00:00:00,63,5,3420,,ปัน ปัน น้ำแข็งหลอด,11140,10795,2,63,2019-06-17T00:00:00,-10120005125616-,บางใหญ่,2024-01-01T00:00:00,13.854515,23500000
4420,100.3326,ราษฎร์นิยม,ผลิตน้ำแข็งซอง กำลังการผลิต 937 ซองต่อวัน และน้ำแข็งก้อนเล็ก กำลังการผลิต 144 ตันต่อวัน,4592,78,3-14-65/47นบ,ลาดบัวหลวง-ไทรน้อย,เลขที่ 100,63,นนทบุรี,,2004-09-22T00:00:00,64,6,24833,-,บริษัท ไอยรา-ไทรน้อย จำกัด,11150,10795,15,64,2005-01-11T00:00:00,-10120006525475-,ไทรน้อย,2020-01-01T00:00:00,14.06876667,90500000
1942,100.461155,ไทรม้า,ผลิตน้ำแข็งก้อนเล็กและน้ำแข็งซอง,2881,15,3-14-68/53นบ,รัตนาธิเบศร์,เลขที่ 8/8,15,นนทบุรี,02-5943588,2010-11-24T00:00:00,65,1,7221,ท่าอิฐ,บริษัท โรงน้ำแข็ง สยามราชพฤกษ์ จำกัด,11000,10795,0,65,2013-09-16T00:00:00,-10120006825537-,เมืองนนทบุรี,2023-01-01T00:00:00,13.890309,55000000
1973,100.45495,บางพลับ,ทำน้ำแข็งซองและน้ำแข็งก้อนเล็ก,2263,9,3-14-9/53นบ,ราชพฤกษ์,เลขที่ 33/8,6,นนทบุรี,081-3441227,2010-12-03T00:00:00,66,5,5380,บางพลับ 8,บริษัท ราชพฤกษ์ ไอซ์ จำกัด,11120,10795,3,66,2011-05-09T00:00:00,-10120000925531-,ปากเกร็ด,2021-01-01T00:00:00,13.93363,51500000
1366,100.4859392,บางกระสอ,"ผลิตน้ำแข็งซอง
",450,27,3-14-93/57นบ,นนทบุรี 1,เลขที่ 86/409,18,นนทบุรี,02-5252811,2014-12-18T00:00:00,67,1,1284,นนทบุรี 20,บริษัท นทพร จำกัด,11000,10795,9,67,2016-04-19T00:00:00,-10120009325576-,เมืองนนทบุรี,2021-01-01T00:00:00,13.87831606,73000000
18322.73,100.3116667,ไทรใหญ่,ผลิตเบียร์ ประมาณปีละ 200 ล้านลิตรต่อปี,10925,0,3-19(2)-1/38นบ,สุพรรณบุรี-บางบัวทอง,เลขที่ 111,0,นนทบุรี,2469673,1995-03-16T00:00:00,68,2,189600,หลักกิโลเมตรที่ 45,บริษัท ไทยเอเชีย แปซิฟิค บริวเวอรี่ จำกัด,11150,11030,0,68,1995-04-15T00:00:00,-10120000125389-,ไทรน้อย,2020-01-01T00:00:00,14.08298333,0
408.5,100.5071333,ปากเกร็ด,หีบฝ้ายและอัดฝ้าย ได้เดือนละ 500 ตัน,1000,170,3-2(4)-1/23นบ,แจ้งวัฒนะ,เลขที่ 56/15,20,นนทบุรี,5836392,1995-10-13T00:00:00,69,5,14332,,บริษัท โรงงานฝ้ายบางกอก จำกัด,11120,1630,150,69,1980-02-13T00:00:00,-10120000125231-,ปากเกร็ด,2020-01-01T00:00:00,13.90736667,12583000
2229.3,100.292106,ไทรใหญ่,ผลิตน้ำดื่ม,2900,269,3-20(1)-14/66นบ,,เลขที่ 98,169,นนทบุรี,658186958,2023-05-29T00:00:00,70,10,25600,วัดสโมสร,บริษัท ไทย อควาเฟรช จำกัด,11150,11041,100,70,2024-07-26T00:00:00,-10120084925662-,ไทรน้อย,2029-01-01T00:00:00,14.048791,133000000
4912.35,100.326877,ราษฎร์นิยม,ผลิตน้ำดื่ม และผลิตขวดพลาสติก,6772,76,3-20(1)-24/66นบ,บางบัวทอง-สุพรรณบุรี,"เลขที่ 4/8, 4/9, 4/12",46,นนทบุรี,02-1501484,2023-09-29T00:00:00,71,4,19748,-,บริษัท ท็อปเพชร แพ็คเกจจิ้ง จำกัด,11150,11041,30,71,2023-08-12T00:00:00,-10120161225663-,ไทรน้อย,2028-01-01T00:00:00,14.064742,476298183
902.2,100.5237333,บางกระสอ,ผลิตน้ำอัดลม อาร์ซ เซเว่นอัพ เฮาดี้ และผลิตน้ำดื่ม,4800,102,3-20(3)-1/13นบ,งามวงศ์วาน,เลขที่ 244,62,นนทบุรี,080 6068533,1970-12-25T00:00:00,72,9,19200,,บริษัท โชคชัยพิบูล จำกัด,11000,11042,40,72,1970-10-30T00:00:00,-10120000125132-,เมืองนนทบุรี,2024-01-01T00:00:00,13.8586,20000000
470.25,100.5266667,บางกระสอ,ผลิตน้ำอัดลม,952,115,3-20(3)-1/40นบ,งามวงศ์วาน,เลขที่ 70,100,นนทบุรี,098-8818986,1997-12-11T00:00:00,73,,0,,บริษัท โชคชัยพิบูล จำกัด,11000,11042,15,73,1998-02-16T00:00:00,-10120200125403-,เมืองนนทบุรี,2023-01-01T00:00:00,13.86371667,50000000
285,100.5019667,ท่าทราย,ปั่นด้าย (จำนวนแกนปั่นด้าย 240 แกน),4464,60,3-22(1)-1/35นบ,สนามบินน้ำ,เลขที่ 55/20,60,นนทบุรี,5882694,1994-11-30T00:00:00,74,5,4464,รณสิทธิพิชัย,บริษัท เสรีชัยยุทธภัณฑ์ จำกัด,11000,13131,0,74,1992-01-15T00:00:00,-10120000125355-,เมืองนนทบุรี,2020-01-01T00:00:00,13.8736,82640000
7255.1,100.31135,ไทรใหญ่,ย้อมสีเส้นใย,1832,113,3-22(1)-1/36นบ,ไทรน้อย-ลาดบัวหลวง,เลขที่ 23/2,59,นนทบุรี,02-9855192-3,1997-08-14T00:00:00,75,2,21760,,บริษัท เค.วี.ดี.อินดัสเทรียล จำกัด,11150,13131,54,75,1994-07-01T00:00:00,-10120000125363-,ไทรน้อย,2024-01-01T00:00:00,14.06565,24926554
4074.37,100.4335333,มหาสวัสดิ์,ซัก อบ รีด เสื้อผ้า,1650,91,3-22(1)-1/41นบ,กรุงนนท์-จงถนอม,เลขที่ 98/6,37,นนทบุรี,02 9850497-9,1998-04-08T00:00:00,76,1,17852,วัดบางไกรใน,บริษัท โรงพยาบาลพญาไท 1 จำกัด,11130,13131,54,76,1999-01-29T00:00:00,-10120000125413-,บางกรวย,2024-01-01T00:00:00,13.81003333,39000000
3615.14,100.3853667,บางบัวทอง,ทอสายยางยืด สายเทป ทำกระดุมและฟอกย้อม (จำนวนเครื่องทอ 94 เครื่อง เครื่องถัก 5 เครื่อง),8393,24,3-22(2)-1/25นบ,บางกรวย-ไทรน้อย,"เลขที่ 32/2, 32/3",10,นนทบุรี,,1982-07-16T00:00:00,77,4,36448,,บริษัท ยูไนเต็ดแฟบริค จำกัด,11110,13111,14,77,1982-07-16T00:00:00,-10120000125256-,บางบัวทอง,2024-01-01T00:00:00,13.94288333,22000000
