ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
แสมดำ 1 (แยกซอยวัดแสมดำ),ทำชิ้นส่วนอุปกรณ์เครื่องจักร เช่น เครื่องปั้มโลหะ อะไหล่รถแทรกเตอร์ และทำการปั้มโลหะ,4.0,10101700125358,42.5,1800000,85,3-64(14)-1/35,85,6414300135.0,4152198.0,นางรัตนาพรรณ ขาวโชติช่วง,8,กรุงเทพมหานคร,พระรามที่ 2,แสมดำ,บางขุนเทียน,63/82
ทวีวัฒน์,พิมพ์สิ่งพิมพ์ต่างๆ,,10100200225528,62.12,12500000,86,3-41(1)-2/52,86,4101300252.0,02-3986382,ห้างหุ้นส่วนจำกัด สีทองกิจพิศาล,10,กรุงเทพมหานคร,สุขุมวิท,บางนา,บางนา,22/1-2
จำเนียรสุข 3,ทำภาชนะใส่ของด้วยพลาสติก เช่น กล่อง ขวด,,10101200225385,162.94,6000000,87,3-53(4)-2/38,87,5304300238.0,4664498.0,บริษัท อินเตอร์เนชั่นแนลพลาสติกภัณฑ์ จำกัด,8,กรุงเทพมหานคร,เพชรเกษม,วัดท่าพระ,บางกอกใหญ่,140-142
สะแกงาม,ทำเฟอร์นิเจอร์เหล็ก เช่น เก้าอี้,1.0,10100700325356,59.13,1710000,88,3-62-3/35,88,6200300335.0,,ห้างหุ้นส่วนจำกัด เอส.พี. โค้ทติ้ง,10,กรุงเทพมหานคร,พระรามที่ 2,แสมดำ,บางขุนเทียน,19/186
,ทำเครื่องเรือนจากไม้,9.0,91020020325534,14.75,30000,89,ข3-37-203/53,89,ข03700320353,089-8966170,มาคาร่า เดคคอเรท,6,กรุงเทพมหานคร,สุวินทวงศ์,ลำผักชี,หนองจอก,3/331
,ผลิตปลาแซลมอนรมควัน,9.0,91020000125532,107.45,14786953,90,ข3-6(2)-1/53,90,ข00602300153,02-543-5083,บริษัท เคเอส ซีสตาร์ จำกัด,14,กรุงเทพมหานคร,สุวินทวงศ์,ลำผักชี,หนองจอก,3/321
รามคำแหง 21,ซ่อมและพ่นสีรถยนต์,2.0,10100006725523,9.5,105000,91,3-95(1)-67/52,91,9501306752.0,02-3186015,อู่แก้วฉาย,4,กรุงเทพมหานคร,รามคำแหง,วังทองหลาง,วังทองหลาง,23/7
สมเด็จพระเจ้าตากสิน 1,ทำเครื่องประดับจากทองเหลือง,,10101700225323,53.5,710000,92,3-87(3)-2/32,92,8703300232.0,4657352.0,ประเสริฐการช่าง,7,กรุงเทพมหานคร,สมเด็จพระเจ้าตากสิน,บางยี่เรือ,ธนบุรี,251253.0
,ซ่อมรถสามล้อเครื่อง,,10100018825543,17.82,260000,93,3-95(1)-188/54,93,9501318854.0,,นายสมปองยุทธ ปานสายลม,3,กรุงเทพมหานคร,เจริญกรุง,วัดพระยาไกร,บางคอแหลม,2415.0
-,ไส-ซอย และทำวงกบประตูหน้าต่างจากไม้,4.0,10100200225452,19,23000000,94,3-34(1)-2/45,94,3401300245.0,-,นายธีระชัย ก่อสูงศักดิ์,18,กรุงเทพมหานคร,หทัยราษฎร์,สามวาตะวันตก,คลองสามวา,42/5
เทียนทะเล 26 แยก 6-1,ปั๊มโลหะทั่วไป,,91100105225492,89.87,0,95,ข3-64(2)-52/49,95,ข06402305249,,ปนิดา ศิริพงษ์สุวรรณ,6,กรุงเทพมหานคร,บางขุนเทียน-ชายทะล,ท่าข้าม,บางขุนเทียน,118811901192.0
,ซ่อมรถยนต์,,10100001925540,82.78,6000000,96,3-95(1)-19/54,96,9501301954.0,,บริษัท ซีที. ยูโรพาร์ท จำกัด,20,กรุงเทพมหานคร,รามคำแหง,คลองตัน*,พระโขนง,1368.0
สุขาภิบาล 2,ผลิตเก้าอี้หุ้มหนังและปลอกหนังสำหรับหุ้มเก้าอี้,14.0,10100600125369,240.58,55039255,97,3-37-1/36,97,3700300136.0,3291035-40,บริษัท เอซาลอน จำกัด,52,กรุงเทพมหานคร,สุขุมวิท 77,ประเวศ,ประเวศ,199/11
มีสุวรรณ 3,ผลิตยารักษาโรคแผนปัจจุบัน,,10100201025182,229.82,35000000,98,3-46(1)-10/18,98,4601301018.0,3942338.0,ห้างหุ้นส่วนจำกัด พาตาร์แลบ,90,กรุงเทพมหานคร,สุขุมวิท 71,พระโขนงเหนือ,วัฒนา,23.0
,บรรจุและปรับปรุงคุณภาพข้าว,,10100400725541,326.23,9600000,99,3-91(1)-7/54,99,9101300754.0,,บริษัท เอเชี่ยน เพนนินซูล่า คอร์ปอเรชั่น,70,กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก,ราษฎร์บูรณะ,26.0
วงแหวนชัชวาล,"ทำถุงเท้า,ถักทอเครื่องนุ่งห่ม",7.0,91100001725496,236.71,0,100,ข3-24-17/49,100,ข02400301749,,บริษัท เฟิสท์ซ็อค จำกัด,25,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,"16/51,370-373"
,ซ่อมและพ่นสีรถยนต์,,10101000125470,17.22,700000,101,3-95(1)-1/47,101,9501300147.0,0 2329 0783,อู่ ลาดกระบังการาจ,15,กรุงเทพมหานคร,ลาดกระบัง,ลาดกระบัง,ลาดกระบัง,701.0
,ซ่อมรถยนต์,8.0,10100700825520,19.67,35000000,102,3-95(1)-8/52,102,9501300852.0,02-4172982-7,บริษัท แคปปิตอล มอเตอร์ คอร์ปอเรชั่น จำกัด,10,กรุงเทพมหานคร,กัลปพฤกษ์,บางขุนเทียน,จอมทอง,88/189
กำนันมาลัย,ผลิตเฟอร์นิเจอร์จากไม้ปาร์ติเคิลบอร์ด,1.0,10100101925432,25,9800000,103,3-37-19/43,103,3700301943.0,,บริษัท โฮมอินไลน์ จำกัด,26,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,แสมดำ,บางขุนเทียน,116/24
บุญมี,ผลิตรองเท้าและชิ้นส่วนรองเท้า,2.0,10100000325528,97.88,6200000,104,3-33-3/52,104,3300300352.0,,บริษัท ฟุตสเต็ป จำกัด,29,กรุงเทพมหานคร,สุขาภิบาล 1,บางแค,บางแค,49/2
,ทำชิ้นส่วนอุปกรณ์รถยนต์ เครื่องยนต์ เช่น ท่อยาง ซีลยาง ลู ,,10100300225279,271,900000,105,3-52(4)-2/27,105,5204300227.0,,ไทยสงวน,20,กรุงเทพมหานคร,บางแวก,บางแวก,ภาษีเจริญ,471.0
,ทอผ้าทุกชนิด (จำนวนเครื่องทอ 80 เครื่อง),,10100000925186,103,750000,106,3-22(2)-9/18,106,2202300918.0,3288252.0,ห้างหุ้นส่วนจำกัด อ่อนนุชการทอ,9,กรุงเทพมหานคร,ลาดกระบัง,ลาดกระบัง,ลาดกระบัง,231.0
เพชรเกษม 88,พิมพ์ถุงพลาสติก และทำเม็ดพลาสติกจากเศษพลาสติกเก่า,1.0,10100005525304,380.13,17500000,107,3-41-55/30,107,4101305530.0,,นายอนันต์ เอกพิพัฒนา,20,กรุงเทพมหานคร,เพชรเกษม,บางแคเหนือ,บางแค,53/55
สุขุมวิท 36,ทำเครื่องเรือน ทำลังไม้,,10100101525273,8.5,730000,108,3-36(1)-15/27,108,3601301527.0,,สังคมเฟอร์นิเจอร์,2,กรุงเทพมหานคร,สุขุมวิท,คลองตัน,คลองเตย,23/10
ลาดพร้าว 33,ทำเครื่องเรือนและเครื่องใช้ในบ้านเรือนจากไม้ เช่น เรือนนาฬิกา เครื่องประดับบ้าน,0.0,10100011125511,99.6,3500000,109,3-37-111/51,109,3700311151.0,02-513882-3,บริษัท สยามเทวา จำกัด,45,กรุงเทพมหานคร,ลาดพร้าว,จันทรเกษม,จตุจักร,31/1
โรงเรียนมนตรีวิทยา,ทำยางรัดของ ได้ปีละ 60 ตัน,,10100200825152,120.5,0,110,3-52(4)-8/15,110,5204300815.0,4651360.0,ห้างหุ้นส่วนจำกัด ไทยมงคลผลิตภัณฑ์ยาง,15,กรุงเทพมหานคร,ริมทางรถไฟ,ตลาดพลู,ธนบุรี,1192.0
อุรุพงษ์ 1,พิมพ์หนังสือและสิ่งพิมพ์ต่าง ๆ,,10100100225305,124.29,5500000,111,3-41(1)-2/30,111,4101300230.0,,บริษัท พี.รุ่งโรจน์การพิมพ์ จำกัด,7,กรุงเทพมหานคร,พระรามที่ 6,ถนนเพชรบุรี,ราชเทวี,844/7-9
