ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
ประชาราษฎร์,41/105,ไสวสุวรรณ,121.79,1000000,93,37,3-95(1)-154/56,93,บริษัท อู่นำชัย เตาปูน จำกัด,ซ่อมและพ่นสีรถยนต์,,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
พระรามที่ 3,"โฉนดที่ดินเลขที่ 30523,30524",,49,50000000,94,4,3-95(1)-103/56,94,บริษัท มิลเลียนแนร์ ออโต้ (ประเทศไทย) จำกัด,ซ่อมแซมรถยนต์ที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบรถยนต์,,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
สุขาภิบาล2,64/32,สุขาภิบาล2ซอย31,12.64,2500000,95,15,น.84(1)-5/2555-ญอธ.,95,บริษัท เฟม จิวเวลเลอรี จำกัด,ผลิตเครื่องประดับอัญมณีทุกชนิด,02-7270405-6,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
สุขาภิบาล2,15,สุขาภิบาล2ซอย31,237.17,23400000,96,77,น.84(1)-2/2555-ญอธ.,96,บริษัท จีดีแอล จิวเวลรี่ จำกัด,ผลิตเครื่องประดับอัญมณีทุกชนิดและเครื่องประดับกาย,02-7270755-6,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
,27,เฉลิมพระเกียรติ ร.9 ซอย30แยก12,549.4,50000000,97,35,3-47(3)-7/56,97,บริษัท โมเดิรน์คาส อินเตอร์เนชั่นแนล คอสเมติคส์ จำกัด,"ผลิตเครื่องสำอาง, บรรจุภัณฑ์ และผลิตประกอบดัดแปรง ซ่อมแซมอุปกรณ์ไฟฟ้าสำหรับจัดแต่งทรงผม",,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
พัฒนาการ,44/4,กำนันแม้น 36,389.6,3000000,98,6,3-53(4)-39/57,98,บริษัท หงษ์ทองนำโชค จำกัด,ทำถุงพลาสติกชนิดหูหิ้ว,,10150,บางขุนเทียน,จอมทอง,กรุงเทพมหานคร,7
จอมทอง,55/8,สุขสวัสสดิ์ 14,298.23,10800000,99,32,3-63(2)-40/58,99,ประวิทย์โลหะกิจ,ทำล้อลูกกลิ้งและล้อประตูเหล็กยืด,,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,5
วิภาวดีรังสิต,16,วิภาวดีรังสิต 33 แยก 1-4,12.58,4900000,100,5,3-37-125/57,100,แสงเจริญการช่าง,ทำเครื่องเรือนจากไม้,,10210,สีกัน,ดอนเมือง,กรุงเทพมหานคร,
เพชรเกษม,313-315,เพชรเกษม 4,19.5,270000,101,5,3-64(9)-6/57,101,นายกิตติ รุ่งเลิศชัยกุล,รับจ้างทำผลิตภัณฑ์ โลหะต่างๆ,,10600,วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร,
บรมราชชนนี,11-ก.ย.,,95,10000000,102,10,3-58(3)-3/58,102,บริษัท บางกอกโมเดอร์นแกรนิต จำกัด,รับจ้างตัดหิน,,10170,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร,10
บางขุนเทียน-ชายทะเล,1050,เทียนทะเล 26 แยก6-7,93,10600000,103,15,ข3-64(1)-2/58,103,นายจิตติกร เตชะเรืองจิต,ผลิตชิ้นส่วน อุปกรณ์ อะไหล่ ต่างๆ จากโลหะ ,,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
บางขุนเทียน -ชายทะเล,46,เทียนทะเล 26 แยก 2 ,69,3700000,104,10,ข3-41(1)-18/58,104,บริษัท จี.ที.ไอ.แพ็คเก็จจิ้ง จำกัด,พิมพ์สิ่งพิมพ์ต่างๆ ปั๊มกล่องกระดาษและผลิตกล่องกระดาษ,,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,10,เทียนทะเล 26 แยก 2,130.18,14510000,105,46,ข3-64(13)-45/58,105,บริษัท ศิริเอกลักษณ์ กรุ๊ป จำกัด,กลึง ไส กัด ปั๊มโลหะ ผลิตชิ้นส่วนรถยนต์ และเครื่องจักรกลการเกษตร,,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,17/415,เทียนทะเล 26 แยก 6-1,97.5,4000000,106,23,ข3-64(13)-3/55,106,บริษัท ศิริเอกลักษณ์ กรุ๊ป จำกัด,กลึง กัด ไส เจียร เชื่อม ปั๊มโลหะ และผลิตชิ้นส่วนยานยนต์ และเครื่องจักรกลการเกษตร,02-8974074-5,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
พระราม 2 ,"โฉนดเลขที่ 63214,37861.",,112.15,96000000,107,65,3-95(1)-170/57,107,บริษัท โตโยต้าบัสส์ จำกัด,ศูนย์บริการซ่อมแซมรถยนต์และศูนย์บริการซ่อมสีรถยนต์,0-375-5775,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,12
พระรามที่ 2,"237,239,241 และ 243",พระรามที่ 2 ซอย 92,81,12000000,108,15,3-37-49/58,108,บริษัท เมย์ ดีไซน์ มิลเลนเนียม จำกัด,ทำเครื่องเรือนจากไม้และเหล็ก,02-451-3278,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
บางกระดี่,134,,196,12000000,109,35,3-24-7/58,109,บริษัท บูรณสินการทอ จำกัด,ถักผ้ายืด,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
พระราม 2,9,บางกระดี่ 35 แยก 2,880.55,113309425,110,75,3-39-11/56,110,บริษัท นารายณ์ ซูเปอร์แบค จำกัด,ผลิตถุงกระดาษ,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
พหลโยธิน,306/2,,38.5,15500000,111,9,3-95(1)-115/56,111,บี-ควิก สาขาคาลเท็กซ์ พหลโยธิน,ศูนย์บริการซ่อมแซมรถยนต์,,10400,สามเสนใน,พญาไท,กรุงเทพมหานคร,
ปิ่นเกล้า-นครชัยศรี,1-ม.ค.,,134.82,2000000,112,16,3-10(1)-5/58,112,เหรียญทองเบเกอรี่,ทำขนมอบ ขนมเค้ก ขนมไข่ คุ้กกี้และเยลลี่,,10170,ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร,14
ปิ่นเกล้า-นครไชยศรี,65,,22.3,0,113,12,3-37-158/56,113,บริษัท สเลคท์ฟอร์มเฟอร์นิเจอร์และบุตร จำกัด,ทำเครื่องเรือนเครื่องใช้จากไม้,02-4244721,10170,ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร,7
เพชรเกษม,4,เพชรเกษม 81,571.08,8100000,114,20,3-53(4)-69/58,114,บริษัท แลนด์บลู (ประเทศไทย) จำกัด,ทำถุงพลาสติก,24209641,10160,หนองค้างพลู,หนองแขม,กรุงเทพมหานคร,
พุทธมณฑลสาย 3,7,,35.74,450000,115,5,3-64(10)-5/56,115,นางสาคร กลินสันเทียะ,ชุปโลหะ,,10160,หนองค้างพลู,หนองแขม,กรุงเทพมหานคร,
