ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
บางนา-ตราด-อ่อนนุช,"เลขที่ โฉนดที่ดินเลขที่ 15562, 757",-,91,18500000,69,5,3-105-32/59สป,69,นายดาวรุ่ง เนตรภักดี,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10540,ศีรษะจรเข้ใหญ่,บางเสาธง,สมุทรปราการ,6
เทพารักษ์,เลขที่ 89/8,ตะวันธารบุตร 2 ,283,39000000,70,10,3-105-33/59สป,70,บริษัท บางปลา รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,,10540,บางปลา,บางพลี,สมุทรปราการ,9
-,เลขที่ 34/9,-,9.5,6000000,71,7,3-105-34/48สป,71,บริษัท ชูโชค รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),083-1374777,10540,บางปลา,บางพลี,สมุทรปราการ,3
สุขุมวิท,เลขที่ 36,-,120,3500000,72,9,3-105-37/47สป,72,ห้างหุ้นส่วนจำกัด ช.เจริญค้าของเก่า,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),0-2323-1285,10280,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,3
สุขสวัสดิ์,เลขที่ 174,สุขสวัสดิ์ 72 ย่อย 2/4,45,2100000,73,28,3-105-4/55สป,73,นางสาวเนาวรัตน์ วริวงศ์,ัคัดแยกสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษพลาสติก เศษกระดาษ เศษยาง เศษโลหะต่างๆ,,10130,บางครุ,พระประแดง,สมุทรปราการ,8
สุขุมวิท,เลขที่ 430, -,15,2100000,74,10,3-105-40/49สป,74,บริษัท ทนงค้าของเก่า จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย  เฉพาะเศษกระดาษ  เศษพลาสติก  เศษไม้  เศษยาง  และเศษโลหะต่าง ๆ,0 2710 8145,10280,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,3
เทพารักษ์,เลขที่ 624,เทวา 1,90,5500000,75,11,3-105-40/53สป,75,ที.ซี. รีไซเคิล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,02 3944823,10270,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ,3
สุขุมวิท,เลขที่ 39/2,12 ข้างโรงเรียนสมุทรปราการ,108,2600000,76,40,3-105-41/48สป,76,ห้างหุ้นส่วนจำกัด รวม เอส.รีไซเคิล 2000,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติก,,10270,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,0
ปู่เจ้าสมิงพราย,เลขที่ 1/2,-,25,9335000,77,10,3-105-42/54สป,77,ห้างหุ้นส่วนจำกัด ปรีชา รีไซเคิล (2004),คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10130,บางหญ้าแพรก,พระประแดง,สมุทรปราการ,11
บ้านสีล้ง-บางพลีน้อย,เลขที่ โฉนดที่ดินเลขที่ 3566,-,210,50100000,78,10,3-105-42/59สป,78,นางสาวเหมือนใจ แซ่อิ่น,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,,50350,คลองด่าน,บางบ่อ,สมุทรปราการ,1
ปู่เจ้าสมิงพราย,เลขที่ 39/4,วัดบางหญ้าแพรก,20,6050000,79,11,3-105-44/49สป,79,ห้างหุ้นส่วนจำกัด ไพบูลย์พาณิชย์ ค้าของเก่า,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,0 2385 93316,10130,บางหญ้าแพรก,พระประแดง,สมุทรปราการ,5
บางพลี-ตำหรุ,เลขที่ 329,ยิ่งเจริญ,42,15000000,80,27,3-105-44/53สป,80,รัชนีพาณิชย์,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,084 131 1188,10280,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ,2
บางนา-ตราด,เลขที่ 29/3, -,287,750000,81,8,3-105-46/49สป,81,บริษัท เอเซีย โพลีคอม จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10540,บางเสาธง,บางเสาธง,สมุทรปราการ,5
เทพารักษ์,เลขที่ 140/ก,-,63,0,82,10,3-105-47/53สป,82,บริษัท ที อาร์ ซี บิสชิเนส จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10540,บางเสาธง,บางเสาธง,สมุทรปราการ,1
