ประเภทกฎหมาย,ประเภทรถ,จังหวัด,ประเภทเชื้อเพลิง,จำนวนรถ
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เชียงใหม่,ดีเซล,108791
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เชียงใหม่,ดีเซล-ไฟฟ้า,232
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เชียงใหม่,ดีเซล-ไฟฟ้าแบบเสียบปลั๊ก,11
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เชียงใหม่,เบนซิน,298010
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เชียงใหม่,เบนซิน-ไฟฟ้า,19605
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เชียงใหม่,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,2085
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เชียงใหม่,เบนซิน+เอทานอล,68
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เชียงใหม่,ไฟฟ้า,12449
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เชียงใหม่,ไม่ใช้เชื้อเพลิง,25
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เชียงใหม่,ไม่ระบุ,17
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตรัง,CNG สลับเบนซิน,107
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตรัง,LPG+เบนซินสลับไฟฟ้า,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตรัง,แก๊ส LPG,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตรัง,แก๊ส LPG +เบนซิน,997
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตรัง,ดีเซล,26089
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตรัง,ดีเซล-ไฟฟ้า,22
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตรัง,เบนซิน,47867
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตรัง,เบนซิน-ไฟฟ้า,1963
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตรัง,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,102
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตรัง,เบนซิน+เอทานอล,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตรัง,ไฟฟ้า,954
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตรัง,ไม่ใช้เชื้อเพลิง,4
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตรัง,ไม่ระบุ,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตราด,CNG สลับเบนซิน,124
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตราด,แก๊ส LPG +เบนซิน,525
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตราด,ดีเซล,8813
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตราด,ดีเซล-ไฟฟ้า,6
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตราด,เบนซิน,10687
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตราด,เบนซิน-ไฟฟ้า,343
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตราด,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,31
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตราด,ไฟฟ้า,78
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตราด,ไม่ระบุ,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตาก,CNG สลับเบนซิน,268
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตาก,แก๊ส LPG,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตาก,แก๊ส LPG +ดีเซล,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตาก,แก๊ส LPG +เบนซิน,572
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตาก,ดีเซล,15792
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตาก,ดีเซล-ไฟฟ้า,4
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตาก,เบนซิน,22866
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตาก,เบนซิน-ไฟฟ้า,1088
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตาก,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,69
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตาก,เบนซิน+เอทานอล,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตาก,ไฟฟ้า,428
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตาก,ไม่ใช้เชื้อเพลิง,5
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ตาก,ไม่ระบุ,9
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,นครนายก,CNG สลับเบนซิน,395
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,นครนายก,แก๊ส LPG,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,นครนายก,แก๊ส LPG +เบนซิน,1088
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,นครนายก,ดีเซล,10506
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,นครนายก,ดีเซล-ไฟฟ้า,8
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,นครนายก,เบนซิน,19066
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,นครนายก,เบนซิน-ไฟฟ้า,777
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,นครนายก,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,48
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,นครนายก,ไฟฟ้า,314
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,นครนายก,ไม่ใช้เชื้อเพลิง,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,นครนายก,ไม่ระบุ,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,นครปฐม,CNG ร่วมกับดีเซล,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,นครปฐม,CNG สลับเบนซิน,965
